file,line,type,snippet
"scans\stub-report-2025-09-10T15-07-02-285Z.json",70,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",76,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",77,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",83,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",84,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",90,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",91,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",97,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",98,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",104,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",105,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",111,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",112,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",125,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",126,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",146,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",147,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",153,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",154,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",160,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",161,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",167,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",168,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",174,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",175,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",181,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",182,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",188,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",189,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",195,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",196,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",202,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",203,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",216,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",217,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",223,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",224,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",230,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",231,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",237,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",238,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",244,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",245,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",251,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",252,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",258,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",259,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",265,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",266,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",272,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",273,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",279,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",280,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",286,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",287,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",293,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",294,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",300,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",301,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",307,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",308,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",314,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",315,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",321,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",322,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",328,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",329,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",335,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",336,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",342,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",343,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",349,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",350,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",356,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",357,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",363,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",364,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",370,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",371,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",377,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",378,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",384,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",385,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",391,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",392,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",398,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",399,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",405,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",406,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",412,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",413,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",419,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",420,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",426,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",427,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",433,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",434,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",440,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",441,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",447,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",448,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",454,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",455,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",461,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",462,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",468,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",469,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",475,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",476,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",482,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",483,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",489,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",490,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",503,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",504,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",510,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",511,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",517,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",518,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",524,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",525,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",531,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",532,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",538,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",539,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",545,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",546,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",552,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",553,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",559,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",560,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",566,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",567,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",573,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",574,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",580,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",581,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",587,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",588,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",594,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",595,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",601,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",602,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",608,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",609,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",615,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",616,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",622,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",623,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",629,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",630,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",636,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",637,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",643,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",644,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",650,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",651,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",657,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",658,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",664,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",665,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",671,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",672,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",678,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",679,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",685,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",686,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",692,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",693,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.json",699,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-10T15-07-02-285Z.json",700,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-10T15-07-02-285Z.md",1,MARKER,"# Stub Report"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",9,MARKER,"| auth | router | STUB | STUB:PHASE3 header | apps\api\src\router\auth.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",10,MARKER,"| auth | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\auth.spec.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",11,MARKER,"| auth | e2e | STUB | STUB:PHASE3 header | web\specs\auth.e2e.spec.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",12,MARKER,"| auth | page | STUB | STUB:PHASE3 header | web\src\app\auth\page.tsx |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",13,MARKER,"| auth | types | STUB | STUB:PHASE3 header | shared\types\src\auth.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",14,MARKER,"| onboarding | router | STUB | STUB:PHASE3 header | apps\api\src\router\onboarding.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",15,MARKER,"| onboarding | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\onboarding.spec.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",16,MARKER,"| onboarding | e2e | STUB | STUB:PHASE3 header | web\specs\onboarding.e2e.spec.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",17,MARKER,"| onboarding | page | STUB | STUB:PHASE3 header | web\src\app\onboarding\page.tsx |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",18,MARKER,"| onboarding | types | STUB | STUB:PHASE3 header | shared\types\src\onboarding.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",19,MARKER,"| dashboard | router | STUB | STUB:PHASE3 header | apps\api\src\router\dashboard.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",20,MARKER,"| dashboard | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\dashboard.spec.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",21,MARKER,"| dashboard | e2e | STUB | STUB:PHASE3 header | web\specs\dashboard.e2e.spec.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",22,MARKER,"| dashboard | page | STUB | STUB:PHASE3 header | web\src\app\dashboard\page.tsx |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",23,MARKER,"| dashboard | types | STUB | STUB:PHASE3 header | shared\types\src\dashboard.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",25,MARKER,"| tracker | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\tracker.spec.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",28,MARKER,"| resume | router | STUB | STUB:PHASE3 header | apps\api\src\router\resume.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",29,MARKER,"| resume | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\resume.spec.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",30,MARKER,"| resume | e2e | STUB | STUB:PHASE3 header | web\specs\resume.e2e.spec.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",31,MARKER,"| resume | page | STUB | STUB:PHASE3 header | web\src\app\resume\page.tsx |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",32,MARKER,"| resume | types | STUB | STUB:PHASE3 header | shared\types\src\resume.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",33,MARKER,"| settings | router | STUB | STUB:PHASE3 header | apps\api\src\router\settings.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",34,MARKER,"| settings | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\settings.spec.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",35,MARKER,"| settings | e2e | STUB | STUB:PHASE3 header | web\specs\settings.e2e.spec.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",36,MARKER,"| settings | page | STUB | STUB:PHASE3 header | web\src\app\settings\page.tsx |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",38,MARKER,"| profile | router | STUB | STUB:PHASE3 header | apps\api\src\router\profile.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",39,MARKER,"| profile | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\profile.spec.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",40,MARKER,"| profile | e2e | STUB | STUB:PHASE3 header | web\specs\profile.e2e.spec.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",41,MARKER,"| profile | page | STUB | STUB:PHASE3 header | web\src\app\profile\page.tsx |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",42,MARKER,"| profile | types | STUB | STUB:PHASE3 header | shared\types\src\profile.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",43,MARKER,"| goals | router | STUB | STUB:PHASE3 header | apps\api\src\router\goals.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",44,MARKER,"| goals | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\goals.spec.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",45,MARKER,"| goals | e2e | STUB | STUB:PHASE3 header | web\specs\goals.e2e.spec.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",46,MARKER,"| goals | page | STUB | STUB:PHASE3 header | web\src\app\goals\page.tsx |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",47,MARKER,"| goals | types | STUB | STUB:PHASE3 header | shared\types\src\goals.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",48,MARKER,"| planner | router | STUB | STUB:PHASE3 header | apps\api\src\router\planner.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",49,MARKER,"| planner | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\planner.spec.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",50,MARKER,"| planner | e2e | STUB | STUB:PHASE3 header | web\specs\planner.e2e.spec.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",51,MARKER,"| planner | page | STUB | STUB:PHASE3 header | web\src\app\planner\page.tsx |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",52,MARKER,"| planner | types | STUB | STUB:PHASE3 header | shared\types\src\planner.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",53,MARKER,"| calendar | router | STUB | STUB:PHASE3 header | apps\api\src\router\calendar.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",54,MARKER,"| calendar | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\calendar.spec.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",55,MARKER,"| calendar | e2e | STUB | STUB:PHASE3 header | web\specs\calendar.e2e.spec.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",56,MARKER,"| calendar | page | STUB | STUB:PHASE3 header | web\src\app\calendar\page.tsx |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",57,MARKER,"| calendar | types | STUB | STUB:PHASE3 header | shared\types\src\calendar.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",58,MARKER,"| roadmap | router | STUB | STUB:PHASE3 header | apps\api\src\router\roadmap.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",59,MARKER,"| roadmap | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\roadmap.spec.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",60,MARKER,"| roadmap | e2e | STUB | STUB:PHASE3 header | web\specs\roadmap.e2e.spec.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",61,MARKER,"| roadmap | page | STUB | STUB:PHASE3 header | web\src\app\roadmap\page.tsx |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",62,MARKER,"| roadmap | types | STUB | STUB:PHASE3 header | shared\types\src\roadmap.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",63,MARKER,"| interviews | router | STUB | STUB:PHASE3 header | apps\api\src\router\interviews.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",64,MARKER,"| interviews | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\interviews.spec.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",65,MARKER,"| interviews | e2e | STUB | STUB:PHASE3 header | web\specs\interviews.e2e.spec.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",66,MARKER,"| interviews | page | STUB | STUB:PHASE3 header | web\src\app\interviews\page.tsx |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",67,MARKER,"| interviews | types | STUB | STUB:PHASE3 header | shared\types\src\interviews.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",68,MARKER,"| activity | router | STUB | STUB:PHASE3 header | apps\api\src\router\activity.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",69,MARKER,"| activity | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\activity.spec.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",70,MARKER,"| activity | e2e | STUB | STUB:PHASE3 header | web\specs\activity.e2e.spec.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",71,MARKER,"| activity | page | STUB | STUB:PHASE3 header | web\src\app\activity\page.tsx |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",72,MARKER,"| activity | types | STUB | STUB:PHASE3 header | shared\types\src\activity.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",73,MARKER,"| notifications | router | STUB | STUB:PHASE3 header | apps\api\src\router\notifications.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",74,MARKER,"| notifications | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\notifications.spec.ts |"
